catalog_index,catalog_id,material_no,master_category,name,category,thickness_mm,weight_kg_m2,ra_dba,source_ref,r_63_hz,r_125_hz,r_250_hz,r_500_hz,r_1000_hz,r_2000_hz,spectrum_ok,supplier,phone,buildup,cavity_fill,laminate,glass_t1_mm,glass_cavity_mm,glass_t2_mm,rqa_dba,c_dm3_s,dna_dba,height_mm,depth_mm,length_mm,sh_mm,doorlaat_m2_m,source
126,D00258,258,Elementen,Dak:50 PS/geperf 12...,,150.0,25.0,25.5,TPD iov DGMR 1983...,28.3,26.0,22.0,21.5,28.0,41.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
127,D00259,259,Elementen,Dak:50 PS/geperf 12...,,150.0,25.0,27.7,TPD iov DGMR 1983...,27.3,26.0,24.0,23.5,31.5,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
128,D00260,260,Elementen,Dubbele st.gevel.RT9...,,0.0,21.0,23.3,Thyssen Bausystem...,6.5,17.0,25.0,38.0,43.0,43.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
129,D00261,261,Elementen,Dubbele st.gevel.RT1...,,0.0,32.0,17.8,Thyssen Bausystem...,0.0,17.0,34.0,42.0,43.0,45.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
130,D00262,262,Elementen,Dubbele st.gevel.RTL...,,0.0,18.0,21.0,Thyssen Bausystem...,7.0,13.0,17.0,25.0,37.0,39.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
131,D00263,263,Elementen,Dubbele st.gevel.bi.pl...,,170.0,0.0,20.8,SAB profiel Ysselstei...,5.0,13.0,20.5,29.0,35.0,37.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
132,D00264,264,Elementen,Dubbele st.gevel.BR...,,85.0,0.0,20.4,SAB profiel Ysselstei...,6.5,12.5,18.5,23.5,28.0,27.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
133,D00290,290,Elementen,Uitz-tuimel type B2. g...,,0.0,0.0,23.2,TNO/TPD 5-4-1983 ...,17.5,19.0,20.0,22.0,24.0,32.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
134,D00295,295,Elementen,Plat dak DP1: hout e...,,0.0,0.0,21.7,Verkeerslawaai en w...,7.0,16.0,25.0,26.0,24.0,30.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
135,D00296,296,Elementen,Plat dak DP2: hout/is...,,0.0,0.0,27.0,Verkeerslawaai en w...,15.0,21.0,27.0,27.0,29.0,34.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
136,D00297,297,Elementen,Plat dak DP3: hout/is...,,0.0,0.0,29.3,Verkeerslawaai en w...,18.5,22.0,24.0,29.0,39.0,47.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
137,D00298,298,Elementen,Plat dak DP4: hout/is...,,0.0,0.0,32.3,Verkeerslawaai en w...,21.5,25.0,27.0,32.0,42.0,50.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
138,D00299,299,Elementen,Plat dak DP5: beton(...,,0.0,225.0,41.2,Verkeerslawaai en w...,26.0,36.0,39.0,44.0,50.0,55.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
139,D00300,300,Elementen,Plat dak DP6: lichtbet...,,0.0,100.0,38.2,Verkeerslawaai en w...,31.0,33.0,35.0,36.0,41.0,47.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
140,D00301,301,Elementen,Plat dak DP7: lichtbet...,,0.0,200.0,40.1,Verkeerslawaai en w...,25.0,35.0,38.0,42.0,48.0,53.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
141,D00302,302,Elementen,Pannendak DH1: kier...,,0.0,0.0,26.1,Verkeerslawaai en w...,17.0,20.0,20.0,26.0,33.0,40.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
142,D00303,303,Elementen,Pannendak DH2:geis...,,0.0,0.0,26.4,Verkeerslawaai en w...,16.0,20.0,20.0,28.0,34.0,40.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
143,D00304,304,Elementen,Pannendak DH3: gei...,,0.0,0.0,25.2,Verkeerslawaai en w...,11.0,17.0,22.0,29.0,38.0,42.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
144,D00305,305,Elementen,Pannendak DH4: dak...,,0.0,0.0,28.4,Verkeerslawaai en w...,13.0,21.0,26.0,37.0,40.0,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
145,D00306,306,Elementen,Pannendak DH5a: da...,,0.0,0.0,19.4,Verkeerslawaai en w...,2.0,15.0,28.0,38.0,43.0,46.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
146,D00307,307,Elementen,Pannendak DH5b: da...,,0.0,0.0,25.7,Verkeerslawaai en w...,9.0,19.0,29.0,38.0,43.0,46.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
147,D00308,308,Elementen,Pannendak DH5c: da...,,0.0,0.0,32.1,Verkeerslawaai en w...,17.0,24.0,31.0,38.0,43.0,46.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
148,D00309,309,Elementen,Pannendak DH6a: ze...,,0.0,0.0,24.9,Verkeerslawaai en w...,9.5,17.0,23.0,32.0,41.0,47.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
149,D00310,310,Elementen,Pannendak DH6b: ze...,,0.0,0.0,25.7,Verkeerslawaai en w...,9.0,19.0,29.0,38.0,43.0,47.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
150,D00311,311,Elementen,Pannendak DH7a:gei...,,0.0,0.0,31.0,Verkeerslawaai en w...,18.5,24.0,25.0,35.0,41.0,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
151,D00312,312,Elementen,Pannendak DH7b:gei...,,0.0,0.0,31.9,Verkeerslawaai en w...,16.0,25.0,30.0,43.0,49.0,52.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
152,D00313,313,Elementen,Pannendak DH8-b: b...,,0.0,0.0,33.9,Verkeerslawaai en w...,18.0,27.0,32.0,45.0,51.0,54.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
153,D00314,314,Elementen,Pannendak DH9a:ga...,,0.0,80.0,34.6,Verkeerslawaai en w...,23.5,27.0,30.0,34.0,44.0,50.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
154,D00315,315,Elementen,Pannendak DH9b:ga...,,0.0,150.0,36.5,Verkeerslawaai en w...,21.0,31.0,34.0,40.0,50.0,58.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
155,D00316,316,Elementen,Pannendak DH9c:ga...,,0.0,200.0,40.4,Verkeerslawaai en w...,25.0,35.0,38.0,43.0,51.0,58.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
156,D00317,317,Elementen,Pannendak DH10:gri...,,0.0,225.0,40.8,Verkeerslawaai en w...,25.0,35.0,39.0,45.0,53.0,58.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
157,D00370,370,Elementen,Faay type VP 54 sch...,,54.0,32.0,34.0,Lichtveld en Buis 38....,26.0,29.0,31.5,35.0,35.7,36.0,True,Faay Vianen BV,0347 376624,,,,,,,,,,,,,,,catalogusGG.pdf
158,D00371,371,Elementen,Faay type IW 100 sc...,,100.0,52.0,31.6,Lichtveld en Buis 38....,15.2,24.7,34.2,41.0,44.1,46.1,True,Faay Vianen BV,0347 376624,,,,,,,,,,,,,,,catalogusGG.pdf
159,D00372,372,Elementen,Faay type IW 148 sc...,,148.0,64.0,36.3,Lichtveld en Buis 38....,20.9,30.3,31.9,49.1,51.0,55.1,True,Faay Vianen BV,0347 376624,,,,,,,,,,,,,,,catalogusGG.pdf
160,D00380,380,Elementen,Metalstud MS 100 1...,,100.0,32.0,39.9,KUL Lab Akoest. 1-9...,23.4,33.4,43.4,51.0,57.5,47.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
161,D00382,382,Elementen,BP1: enkelvoudig pa...,,0.0,10.0,22.9,Verkeerslawaai en w...,10.0,15.0,20.0,25.0,30.0,30.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
162,D00383,383,Elementen,BP2a: Sandw wol150...,,50.0,20.0,22.9,Verkeerslawaai en w...,24.0,23.0,22.0,17.0,33.0,43.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
163,D00384,384,Elementen,BP2b: Sandw wol100...,,50.0,20.0,22.9,Verkeerslawaai en w...,15.0,20.0,14.0,30.0,41.0,50.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
164,D00385,385,Elementen,BP2c: Sandw PS-pl+...,,50.0,20.0,25.9,Verkeerslawaai en w...,18.0,22.0,26.0,30.0,24.0,37.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
165,D00386,386,Elementen,BP2d: Sandw PUR-s...,,45.0,20.0,27.2,Verkeerslawaai en w...,18.0,22.0,26.0,30.0,31.0,26.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
166,D00387,387,Elementen,BP2e: Sandw kurkpl+...,,65.0,20.0,27.3,Verkeerslawaai en w...,18.0,22.0,26.0,29.0,27.0,35.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
167,D00388,388,Elementen,BP2f: Sandw schuim...,,45.0,20.0,27.1,Verkeerslawaai en w...,16.0,20.0,24.0,27.0,31.0,36.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
168,D00389,389,Elementen,BP3a: Lichte spwkon...,,70.0,20.0,21.7,Verkeerslawaai en w...,5.0,15.0,25.0,35.0,41.0,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
169,D00390,390,Elementen,BP3b: Spouwkonstr.+...,,0.0,30.0,25.3,Verkeerslawaai en w...,9.0,18.0,27.0,35.0,41.0,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
170,D00391,391,Elementen,BP3c: Spouwkonstr.+...,,160.0,40.0,28.2,Verkeerslawaai en w...,12.0,21.0,30.0,37.0,41.0,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
171,D00392,392,Elementen,BP4: Spwkonstr zwar...,,170.0,55.0,31.6,Verkeerslawaai en w...,15.0,25.0,35.0,40.0,45.0,50.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
172,D00393,393,Elementen,BP5: Spouwkonstr.+w...,,170.0,55.0,33.0,Verkeerslawaai en w...,16.0,27.0,38.0,45.0,50.0,50.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
173,D00394,394,Elementen,DP8: plafond verend ...,,0.0,0.0,36.2,Verkeerslawaai en w...,22.0,28.0,34.0,38.0,48.0,52.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
174,D00427,427,Elementen,Poroton isol.steen.nie...,,132.0,156.0,33.8,TPD 906.430 juli 1979,18.9,28.9,31.5,36.0,40.7,47.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
175,D00428,428,Elementen,Poroton isol.steen.af...,,152.0,185.0,37.3,TPD 906.430 juli 1979,24.1,34.1,34.1,35.9,44.4,50.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
176,D00429,429,Elementen,Siporex-wand 125 m...,,125.0,77.0,33.4,dokumentatie Siporex,25.0,27.0,29.0,31.0,40.0,47.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
177,D00430,430,Elementen,Siporex-wand 150 m...,,150.0,93.0,35.7,dokumentatie Siporex,28.0,30.0,30.0,34.0,42.0,50.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
178,D00431,431,Elementen,Siporex-wand 200 m...,,200.0,108.0,37.7,dokumentatie Siporex,25.5,30.0,33.0,39.0,47.0,53.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
179,D00439,439,Elementen,Bruynzeel 2001-46dB...,,95.0,26.0,29.0,TPD rapport 120.204...,11.4,26.8,42.2,52.3,43.2,49.1,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
180,D00440,440,Elementen,Bruynzeel 2001-49dB...,,95.0,26.0,27.5,TPD rapport 120.204...,9.8,25.6,41.4,52.9,50.4,49.3,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
181,D00441,441,Elementen,Bruynzeel type VA-30...,,97.0,30.0,23.8,TPD rapp. 320.360-...,7.1,17.0,26.6,36.9,47.4,44.7,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
182,D00442,442,Elementen,Bruynzeel type VA 30...,,97.0,31.0,16.9,TPD rapp. 320.360-...,-0.9,17.5,35.9,46.5,50.6,50.8,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
183,D00443,443,Elementen,Bruynzeel type VA 30...,,97.0,32.0,19.3,TPD rapp. 320.360-...,1.4,20.6,39.8,49.3,52.4,52.2,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
184,D00444,444,Elementen,Bruynzeel type VA 30...,,97.0,35.0,23.8,TPD rapp. 320.360-...,6.0,24.3,42.6,49.8,52.2,54.4,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
185,D00445,445,Elementen,Bruynzeel type VA 31...,,97.0,38.0,25.0,TPD 320.360-N. jan ...,7.1,26.0,44.9,51.1,53.5,55.4,True,Bruynzeel Intersyste...,0165 526526,,,,,,,,,,,,,,,catalogusGG.pdf
186,D00446,446,Elementen,Hauserman type P 61...,,59.0,24.0,24.1,Peutz rapp. A 134-1. ...,6.7,19.8,32.9,40.7,41.6,51.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
187,D00447,447,Elementen,Hauserman type P 86...,,80.0,28.0,25.3,I.f.Bauph. rapp. 263/...,7.8,22.0,36.2,43.5,50.6,50.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
188,D00448,448,Elementen,Hauserman type P 82...,,83.0,27.0,33.9,I.f.Bauph. rapp. 469/...,16.8,28.2,39.6,46.2,51.2,52.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
189,D00449,449,Elementen,Hauserman type P 86...,,80.0,28.0,27.8,I.f.Bauph. rapp. 463/...,10.2,24.9,39.6,43.9,49.1,55.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
190,D00466,466,Elementen,Pannendak DH8-c:ba...,,0.0,0.0,36.9,Verkeerslawaai en w...,21.0,30.0,35.0,48.0,54.0,57.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
191,D00467,467,Elementen,Pannendak DH8-a:ba...,,0.0,0.0,30.9,Verkeerslawaai en w...,15.0,24.0,29.0,42.0,48.0,51.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
192,D00470,470,Elementen,Pannendak DH1-b. ki...,,0.0,0.0,20.9,Verkeerslawaai woni...,16.0,17.0,15.0,19.0,26.0,30.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
193,D00506,506,Elementen,18 multiplex-40 minw...,,76.0,0.0,26.6,TPD-rapport 712.00...,12.0,20.0,28.0,34.0,31.0,30.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
194,D00525,525,Elementen,Massief houten deur [1],,40.0,0.0,28.0,rapportener Fraunho...,18.4,22.2,26.0,28.8,29.3,33.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
195,D00527,527,Elementen,Kalkzandsteenblokke...,,74.0,140.0,33.6,TNO rapport B 483-2...,33.0,32.0,28.0,30.0,40.0,44.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
196,D00528,528,Elementen,Kalkzandsteenblokke...,,86.0,155.0,35.2,TNO rapport B 398-2...,19.5,29.5,34.0,43.0,41.5,57.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
197,D00529,529,Elementen,Kalkzandsteenblokke...,,52.0,95.0,35.6,Peutz rapport A 294-...,31.0,33.0,35.0,32.0,37.0,47.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
198,D00548,548,Elementen,Brakel All-in-wall 60 ...,,60.0,21.0,19.1,TPD rapp 507.107 o...,1.3,18.2,35.1,44.6,46.8,52.0,True,Brakel Interieurgroep,035-6213944,,,,,,,,,,,,,,,catalogusGG.pdf
199,D00549,549,Elementen,Brakel All-in-wall 90 ...,,90.0,21.0,24.6,TPD rapp 507.107 o...,7.1,20.9,34.7,45.6,53.3,58.9,True,Brakel Interieurgroep,035-6213944,,,,,,,,,,,,,,,catalogusGG.pdf
200,D00591,591,Elementen,Binnendeur Std. ZO7...,,40.0,0.0,25.7,v.Dorsser '83 rap.2809,18.5,22.0,25.0,29.0,26.0,26.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
201,D00592,592,Elementen,Binnendeur 35dB ZO...,,40.0,0.0,27.4,v.Dorsser '83 rap.2809,19.0,23.0,27.0,30.0,28.0,28.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
202,D00593,593,Elementen,Binnendeur 42dB1 Z...,,40.0,0.0,30.8,v.Dorsser '83 rap.2809,17.5,23.0,27.0,34.0,39.0,40.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
203,D00594,594,Elementen,Binnendeur 42dB2 Z...,,40.0,0.0,30.9,v.Dorsser '83 rap.2809,18.0,24.0,26.0,36.0,38.0,39.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
204,D00595,595,Elementen,Multipanel 6-4-6 Bruy...,,16.0,8.0,28.3,v.Dorsser '87 rap.66...,17.9,21.5,23.9,28.8,32.9,36.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
205,D00596,596,Elementen,Multipanel 7-7-7 Bruy...,,20.0,10.0,30.1,v.Dorsser '87 rap.61...,20.8,23.6,25.6,29.3,34.7,38.3,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
206,D00597,597,Elementen,Multipanel 6-4-6 Bruy...,,17.0,5.0,29.5,v.Dorsser '87 rap.61...,21.0,23.7,24.6,29.1,33.5,36.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
207,D00598,598,Elementen,Multipanel 7-8-7 Bruy...,,21.0,24.0,33.2,v.Dorsser '87 rap.61...,24.4,27.1,28.5,32.5,37.5,40.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
208,D00599,599,Elementen,Norm+ sandwichpane...,,0.0,23.0,29.3,TNO/TPD '87 rap.72...,17.3,22.2,27.1,31.2,35.7,31.0,True,Fabriek van Plaatwe...,0180-441800,,,,,,,,,,,,,,,catalogusGG.pdf
209,D00600,600,Elementen,Norm+ sandwichp. ra...,,0.0,23.0,29.2,TNO/TPD '87 rap.72...,16.4,22.1,27.8,31.6,35.9,31.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
210,D00601,601,Elementen,Dakelement Unilin/Is...,,0.0,13.0,24.1,BCA '90 rap.15324,6.7,19.9,33.1,40.1,42.2,44.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
211,D00618,618,Elementen,Kz 100 mm wand [2],,100.0,195.0,35.4,PeutzAssocies '89 ra...,21.2,31.2,32.2,37.8,40.9,42.5,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
212,D00619,619,Elementen,Kz 100 mm.1 zijde ge...,,100.0,195.0,37.8,PeutzAssocies '89 ra...,23.5,34.3,33.5,39.2,46.1,49.7,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
213,D00620,620,Elementen,Kz 100 mm.2 zijden g...,,100.0,195.0,38.0,PeutzAssocies '89 ra...,23.6,34.5,33.6,39.7,46.9,50.3,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
214,D00621,621,Elementen,Kz 100 mm.2xgevuld....,,100.0,195.0,37.1,PeutzAssocies '89 ra...,22.5,33.6,32.5,39.7,46.3,49.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
215,D00622,622,Elementen,Kz 100 mm.2xgevuld....,,100.0,195.0,37.8,PeutzAssocies '89 ra...,23.3,34.4,33.3,40.1,46.6,49.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
216,D00623,623,Elementen,Kz 100 mm.2xvul+fil...,,100.0,195.0,38.3,PeutzAssocies '89 ra...,23.8,34.4,33.8,40.3,47.5,53.4,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
217,D00624,624,Elementen,Kz 230 mm.2x filmlaa...,,230.0,445.0,47.8,PeutzAssocies '89 ra...,31.9,41.9,46.7,53.0,58.6,65.6,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
218,D00625,625,Elementen,Kz 240 mm.2x filmlaa...,,240.0,460.0,46.8,PeutzAssocies '89 ra...,30.6,40.6,47.0,52.6,58.7,65.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
219,D00626,626,Elementen,Kz 265 mm.2x filmlaa...,,265.0,510.0,47.7,PeutzAssocies '89 ra...,31.6,41.6,47.6,53.3,58.6,65.8,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
220,D00627,627,Elementen,Kz 300 mm.2x filmlaa...,,300.0,575.0,48.9,PeutzAssocies '89 ra...,32.8,42.8,48.6,54.9,60.5,67.2,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
221,D00656,656,Elementen,Dakelement 50kg/m2 ...,,128.0,50.0,38.6,TNO/TPD '85 rap. 51...,21.5,33.0,44.0,56.0,63.0,70.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
222,D00660,660,Elementen,Betonvloer 110 mm [2],,110.0,999.0,41.9,TPD feb'85 rap. 418....,25.8,35.8,43.2,46.2,51.5,57.3,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
223,D00661,661,Elementen,Betonvloer +zwevend...,,170.0,999.0,50.9,TPD feb'85 rap. 418....,34.5,44.5,51.1,58.9,67.0,74.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
224,D00664,664,Elementen,Litonit scheidingswan...,,0.0,17.0,25.5,PeutzAssocies '84 ra...,8.0,22.0,36.0,45.0,48.0,52.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
225,D00665,665,Elementen,Litonit + Akoestifoam ...,,0.0,17.0,46.0,PeutzAssocies '84 ra...,29.0,40.0,50.0,62.0,68.0,70.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
226,D00666,666,Elementen,Kalkzandsteenwand ...,,220.0,999.0,48.4,PeutzAssocies '85 ra...,33.0,43.0,45.0,53.0,60.0,67.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
227,D00667,667,Elementen,Kzsteenwand + 1gips...,,363.0,999.0,55.9,PeutzAssocies '85 ra...,39.0,49.0,62.0,73.0,83.0,92.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
228,D00668,668,Elementen,Kzsteenwand + 2gips...,,375.0,999.0,64.6,PeutzAssocies '85 ra...,48.0,58.0,66.0,74.0,84.0,91.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
229,D00669,669,Elementen,Houten vloer [1],,170.0,23.0,23.6,TPD juli'86 rap.518.0...,11.5,16.0,20.0,25.0,29.0,32.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
230,D00670,670,Elementen,Houten vloer+zweven...,,237.0,50.0,36.9,TPD juli'86 rap.518.0...,20.0,31.0,40.0,53.0,58.0,64.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
231,D00671,671,Elementen,Houten vl+zw.vloer+p...,,0.0,100.0,44.0,TPD juli'86 rap.518.0...,27.5,37.0,45.0,56.0,65.0,72.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
232,D00672,672,Elementen,Houten vl+zw.vloer fe...,,0.0,100.0,47.6,TPD juli'86 rap.518.0...,31.5,40.0,48.0,57.0,64.0,71.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
233,D00694,694,Elementen,Betonwand 160 mm e...,,160.0,368.0,43.0,Geluidwering in woni...,27.0,37.0,41.0,50.0,59.0,66.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
234,D00695,695,Elementen,Betonwand 180 mm e...,,180.0,414.0,43.4,Geluidwering in woni...,27.0,37.0,43.0,52.0,61.0,68.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
235,D00696,696,Elementen,Betonwand 200 mm e...,,200.0,460.0,44.5,Geluidwering in woni...,28.0,38.0,45.0,54.0,62.0,69.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
236,D00697,697,Elementen,Betonwand 220 mm e...,,220.0,506.0,45.7,Geluidwering in woni...,29.0,39.0,48.0,57.0,64.0,71.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
237,D00698,698,Elementen,Betonwand 230 mm e...,,230.0,529.0,45.7,Geluidwering in woni...,29.0,39.0,48.0,57.0,64.0,71.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
238,D00699,699,Elementen,Betonwand 240 mm e...,,240.0,552.0,46.6,Geluidwering in woni...,30.0,40.0,49.0,57.0,65.0,72.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
239,D00700,700,Elementen,Betonwand 260 mm e...,,260.0,598.0,47.6,Geluidwering in woni...,31.0,41.0,50.0,58.0,66.0,73.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
240,D00701,701,Elementen,Kz-steenwand 200 m...,,200.0,350.0,42.8,Geluidwering in woni...,27.0,37.0,40.0,50.0,58.0,65.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
241,D00702,702,Elementen,Kz-steenwand 214 m...,,214.0,375.0,43.0,Geluidwering in woni...,27.0,37.0,41.0,51.0,59.0,66.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
242,D00703,703,Elementen,Kz-steenwand 240 m...,,240.0,420.0,44.2,Geluidwering in woni...,28.0,38.0,43.0,53.0,61.0,68.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
243,D00704,704,Elementen,Kz-steenwand 260 m...,,260.0,455.0,44.5,Geluidwering in woni...,28.0,38.0,45.0,54.0,62.0,69.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
244,D00705,705,Elementen,Kz-steenwand 265 m...,,265.0,470.0,44.5,Geluidwering in woni...,28.0,38.0,45.0,54.0,62.0,69.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
245,D00706,706,Elementen,Kz-steenwand 300 m...,,300.0,525.0,45.6,Geluidwering in woni...,29.0,39.0,48.0,56.0,64.0,71.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
246,D00707,707,Elementen,Kz-steenwand 327 m...,,327.0,572.0,46.7,Geluidwering in woni...,30.0,40.0,49.0,58.0,65.0,72.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
247,D00708,708,Elementen,Kz 100-30-100 ontk. ...,,230.0,351.0,53.0,Geluidwering in woni...,38.0,50.0,48.0,56.0,81.0,98.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
248,D00709,709,Elementen,Kz 100-30-100 rand s...,,230.0,351.0,49.5,Geluidwering in woni...,35.0,46.0,45.0,51.0,61.0,70.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
249,D00710,710,Elementen,Kz 120-50-120 ontk. ...,,290.0,420.0,57.9,Geluidwering in woni...,42.0,52.0,55.0,65.0,89.0,99.9,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
250,D00711,711,Elementen,Kz 120-50-120 rand s...,,290.0,420.0,50.3,Geluidwering in woni...,35.0,45.0,47.0,54.0,63.0,71.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
251,D00712,712,Elementen,Kz 100-50-100 iso/on...,,250.0,351.0,59.0,Geluidwering in woni...,44.0,56.0,54.0,62.0,87.0,99.0,True,,,,,,,,,,,,,,,,,catalogusGG.pdf
